	   0.9320107504	   0.1865016761	  -8.9710230961
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0762622669	  -0.0049189560	  -0.4240225573
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.9300822447	   0.1874825357	  -8.9707975576
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0764161038	  -0.0049309611	  -0.4241335109
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.9410994261	   0.1868321101	  -8.9742559802
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0770235260	  -0.0049562658	  -0.4241365241
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.9627546321	   0.1872353428	  -8.9791850167
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0776020226	  -0.0049705671	  -0.4240666669
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   0.9886360781	   0.1897377448	  -8.9791151404
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0785401466	  -0.0049580075	  -0.4240220633
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   1.0191055331	   0.1967138023	  -8.9763712311
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0789292999	  -0.0049388944	  -0.4240186713
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   1.0385988455	   0.2045860265	  -8.9696592219
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0792372315	  -0.0049381234	  -0.4240974639
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   1.0470803407	   0.2115242780	  -8.9670453015
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0791249357	  -0.0049816947	  -0.4241847115
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   1.0485437115	   0.2161542292	  -8.9650702479
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0791619432	  -0.0050753376	  -0.4242939761
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   1.0497701582	   0.2208089639	  -8.9661908248
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0790860997	  -0.0052224935	  -0.4243518738
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   1.0509272841	   0.2241545374	  -8.9671868108
Center of Mass (Angs):
	CMx	CMy	CMz
	  -0.0792117688	  -0.0053699378	  -0.4243689331
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	   1.0536719357	   0.2265904002	  -8.9677381718
